enroll_code,uni_code,uni_name,major_code,major_name,study_program,enroll_type,enroll_type_name,subject_combination,tuition_fee,province,uni_type,uni_web_link
TLS7460108THPTQG,TLS,TR??NG ??I H?C TH?Y L?I – C? S? 2,7460108,Khoa h?c d? li?u,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,10000000,TP. H? Chí Minh,Công l?p,https://tlus.edu.vn/
TLS7460108THPTQG,TLS,TR??NG ??I H?C TH?Y L?I – C? S? 2,7460108,Khoa h?c d? li?u,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,10000000,TP. H? Chí Minh,Công l?p,https://tlus.edu.vn/
TLS7460108THPTQG,TLS,TR??NG ??I H?C TH?Y L?I – C? S? 2,7460108,Khoa h?c d? li?u,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,10000000,TP. H? Chí Minh,Công l?p,https://tlus.edu.vn/
DVL7460108THPTQG,DVL,TR??NG ??I H?C V?N LANG,7460108,Khoa h?c d? li?u,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,50000000,TP. H? Chí Minh,T? th?c,https://www.vanlanguni.edu.vn/
DVL7460108THPTQG,DVL,TR??NG ??I H?C V?N LANG,7460108,Khoa h?c d? li?u,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,50000000,TP. H? Chí Minh,T? th?c,https://www.vanlanguni.edu.vn/
DVL7460108THPTQG,DVL,TR??NG ??I H?C V?N LANG,7460108,Khoa h?c d? li?u,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,50000000,TP. H? Chí Minh,T? th?c,https://www.vanlanguni.edu.vn/
DVL7460108THPTQG,DVL,TR??NG ??I H?C V?N LANG,7460108,Khoa h?c d? li?u,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D10,50000000,TP. H? Chí Minh,T? th?c,https://www.vanlanguni.edu.vn/
KSA7460108_01THPTQG,KSA,??I H?C KINH T? TP. H? CHÍ MINH,7460108,Khoa h?c d? li?u,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,35000000,TP. H? Chí Minh,Công l?p,https://www.ueh.edu.vn/
KSA7460108_01THPTQG,KSA,??I H?C KINH T? TP. H? CHÍ MINH,7460108,Khoa h?c d? li?u,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,35000000,TP. H? Chí Minh,Công l?p,https://www.ueh.edu.vn/
KSA7460108_01THPTQG,KSA,??I H?C KINH T? TP. H? CHÍ MINH,7460108,Khoa h?c d? li?u,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,35000000,TP. H? Chí Minh,Công l?p,https://www.ueh.edu.vn/
KSA7460108_01THPTQG,KSA,??I H?C KINH T? TP. H? CHÍ MINH,7460108,Khoa h?c d? li?u,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,35000000,TP. H? Chí Minh,Công l?p,https://www.ueh.edu.vn/
TCT7460112THPTQG,TCT,TR??NG ??I H?C C?N TH?,7460112,Toán ?ng d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,22200000,C?n Th?,Công l?p,https://www.ctu.edu.vn/
TCT7460112THPTQG,TCT,TR??NG ??I H?C C?N TH?,7460112,Toán ?ng d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,22200000,C?n Th?,Công l?p,https://www.ctu.edu.vn/
TCT7460112THPTQG,TCT,TR??NG ??I H?C C?N TH?,7460112,Toán ?ng d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A02,22200000,C?n Th?,Công l?p,https://www.ctu.edu.vn/
TCT7460112THPTQG,TCT,TR??NG ??I H?C C?N TH?,7460112,Toán ?ng d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,B00,22200000,C?n Th?,Công l?p,https://www.ctu.edu.vn/
QSQ7460112THPTQG,QSQ,TR??NG ??I H?C QU?C T? - ??I H?C QU?C GIA TP. H? CHÍ MINH,7460112,Toán ?ng d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,45000000,TP. H? Chí Minh,Công l?p,https://hcmiu.edu.vn/
QSQ7460112THPTQG,QSQ,TR??NG ??I H?C QU?C T? - ??I H?C QU?C GIA TP. H? CHÍ MINH,7460112,Toán ?ng d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,45000000,TP. H? Chí Minh,Công l?p,https://hcmiu.edu.vn/
QSQ7460112THPTQG,QSQ,TR??NG ??I H?C QU?C T? - ??I H?C QU?C GIA TP. H? CHÍ MINH,7460112,Toán ?ng d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,45000000,TP. H? Chí Minh,Công l?p,https://hcmiu.edu.vn/
QSQ7460112THPTQG,QSQ,TR??NG ??I H?C QU?C T? - ??I H?C QU?C GIA TP. H? CHÍ MINH,7460112,Toán ?ng d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,45000000,TP. H? Chí Minh,Công l?p,https://hcmiu.edu.vn/
TCT7460201THPTQG,TCT,TR??NG ??I H?C C?N TH?,7460201,Th?ng kê,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,22200000,C?n Th?,Công l?p,https://www.ctu.edu.vn/
TCT7460201THPTQG,TCT,TR??NG ??I H?C C?N TH?,7460201,Th?ng kê,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,22200000,C?n Th?,Công l?p,https://www.ctu.edu.vn/
TCT7460201THPTQG,TCT,TR??NG ??I H?C C?N TH?,7460201,Th?ng kê,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A02,22200000,C?n Th?,Công l?p,https://www.ctu.edu.vn/
TCT7460201THPTQG,TCT,TR??NG ??I H?C C?N TH?,7460201,Th?ng kê,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,B00,22200000,C?n Th?,Công l?p,https://www.ctu.edu.vn/
QSQ7460201THPTQG,QSQ,TR??NG ??I H?C QU?C T? - ??I H?C QU?C GIA TP. H? CHÍ MINH,7460201,Th?ng kê,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,45000000,TP. H? Chí Minh,Công l?p,https://hcmiu.edu.vn/
QSQ7460201THPTQG,QSQ,TR??NG ??I H?C QU?C T? - ??I H?C QU?C GIA TP. H? CHÍ MINH,7460201,Th?ng kê,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,45000000,TP. H? Chí Minh,Công l?p,https://hcmiu.edu.vn/
QSQ7460201THPTQG,QSQ,TR??NG ??I H?C QU?C T? - ??I H?C QU?C GIA TP. H? CHÍ MINH,7460201,Th?ng kê,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,45000000,TP. H? Chí Minh,Công l?p,https://hcmiu.edu.vn/
QSQ7460201THPTQG,QSQ,TR??NG ??I H?C QU?C T? - ??I H?C QU?C GIA TP. H? CHÍ MINH,7460201,Th?ng kê,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,45000000,TP. H? Chí Minh,Công l?p,https://hcmiu.edu.vn/
KSA7480101THPTQG,KSA,??I H?C KINH T? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,35000000,TP. H? Chí Minh,Công l?p,https://www.ueh.edu.vn/
KSA7480101THPTQG,KSA,??I H?C KINH T? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,35000000,TP. H? Chí Minh,Công l?p,https://www.ueh.edu.vn/
KSA7480101THPTQG,KSA,??I H?C KINH T? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,35000000,TP. H? Chí Minh,Công l?p,https://www.ueh.edu.vn/
KSA7480101THPTQG,KSA,??I H?C KINH T? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,35000000,TP. H? Chí Minh,Công l?p,https://www.ueh.edu.vn/
TCT7480101THPTQG,TCT,TR??NG ??I H?C C?N TH?,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,22700000,C?n Th?,Công l?p,https://www.ctu.edu.vn/
TCT7480101THPTQG,TCT,TR??NG ??I H?C C?N TH?,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,22700000,C?n Th?,Công l?p,https://www.ctu.edu.vn/
DKC7480101THPTQG,DKC,TR??NG ??I H?C CÔNG NGH? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,16500000,TP. H? Chí Minh,T? th?c,https://www.hutech.edu.vn/
DKC7480101THPTQG,DKC,TR??NG ??I H?C CÔNG NGH? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,16500000,TP. H? Chí Minh,T? th?c,https://www.hutech.edu.vn/
DKC7480101THPTQG,DKC,TR??NG ??I H?C CÔNG NGH? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,C01,16500000,TP. H? Chí Minh,T? th?c,https://www.hutech.edu.vn/
DKC7480101THPTQG,DKC,TR??NG ??I H?C CÔNG NGH? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,16500000,TP. H? Chí Minh,T? th?c,https://www.hutech.edu.vn/
PVU7480101THPTQG,PVU,TR??NG ??I H?C D?U KHÍ VI?T NAM,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,0,Bà R?a - V?ng Tàu,Công l?p,https://www.pvu.edu.vn/
PVU7480101THPTQG,PVU,TR??NG ??I H?C D?U KHÍ VI?T NAM,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,0,Bà R?a - V?ng Tàu,Công l?p,https://www.pvu.edu.vn/
PVU7480101THPTQG,PVU,TR??NG ??I H?C D?U KHÍ VI?T NAM,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,0,Bà R?a - V?ng Tàu,Công l?p,https://www.pvu.edu.vn/
SPD7480101THPTQG,SPD,TR??NG ??I H?C ??NG THÁP,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,18375000,??ng Tháp,Công l?p,https://www.dthu.edu.vn/
SPD7480101THPTQG,SPD,TR??NG ??I H?C ??NG THÁP,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,18375000,??ng Tháp,Công l?p,https://www.dthu.edu.vn/
SPD7480101THPTQG,SPD,TR??NG ??I H?C ??NG THÁP,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A02,18375000,??ng Tháp,Công l?p,https://www.dthu.edu.vn/
SPD7480101THPTQG,SPD,TR??NG ??I H?C ??NG THÁP,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A04,18375000,??ng Tháp,Công l?p,https://www.dthu.edu.vn/
SPD7480101THPTQG,SPD,TR??NG ??I H?C ??NG THÁP,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D90,18375000,??ng Tháp,Công l?p,https://www.dthu.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,TLT,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,TLT,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,TLT,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,TLT,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,TTA,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,TTA,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,TTA,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,TTA,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,B08,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,B08,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,B08,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,B08,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
QST7480101_TTTHPTQG,QST,TR??NG ??I H?C KHOA H?C T? NHIÊN - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Tiên ti?n,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,59600000,TP. H? Chí Minh,Công l?p,https://www.hcmus.edu.vn/
KCC7480101THPTQG,KCC,TR??NG ??I H?C K? THU?T - CÔNG NGH? C?N TH?,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,13000000,C?n Th?,Công l?p,https://ctuet.edu.vn/
KCC7480101THPTQG,KCC,TR??NG ??I H?C K? THU?T - CÔNG NGH? C?N TH?,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,13000000,C?n Th?,Công l?p,https://ctuet.edu.vn/
KCC7480101THPTQG,KCC,TR??NG ??I H?C K? THU?T - CÔNG NGH? C?N TH?,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,C01,13000000,C?n Th?,Công l?p,https://ctuet.edu.vn/
KCC7480101THPTQG,KCC,TR??NG ??I H?C K? THU?T - CÔNG NGH? C?N TH?,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,13000000,C?n Th?,Công l?p,https://ctuet.edu.vn/
MBS7480101CTHPTQG,MBS,TR??NG ??I H?C M? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Ch?t l??ng cao,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,40500000,TP. H? Chí Minh,Công l?p,http://www.oude.edu.vn/
MBS7480101CTHPTQG,MBS,TR??NG ??I H?C M? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Ch?t l??ng cao,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,40500000,TP. H? Chí Minh,Công l?p,http://www.oude.edu.vn/
MBS7480101CTHPTQG,MBS,TR??NG ??I H?C M? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Ch?t l??ng cao,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,40500000,TP. H? Chí Minh,Công l?p,http://www.oude.edu.vn/
MBS7480101CTHPTQG,MBS,TR??NG ??I H?C M? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,Ch?t l??ng cao,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,40500000,TP. H? Chí Minh,Công l?p,http://www.oude.edu.vn/
MBS7480101THPTQG,MBS,TR??NG ??I H?C M? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,25000000,TP. H? Chí Minh,Công l?p,http://www.oude.edu.vn/
MBS7480101THPTQG,MBS,TR??NG ??I H?C M? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,25000000,TP. H? Chí Minh,Công l?p,http://www.oude.edu.vn/
MBS7480101THPTQG,MBS,TR??NG ??I H?C M? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,25000000,TP. H? Chí Minh,Công l?p,http://www.oude.edu.vn/
MBS7480101THPTQG,MBS,TR??NG ??I H?C M? TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,25000000,TP. H? Chí Minh,Công l?p,http://www.oude.edu.vn/
DNC7480101THPTQG,DNC,TR??NG ??I H?C NAM C?N TH?,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,20550000,C?n Th?,T? th?c,https://nctu.edu.vn/
DNC7480101THPTQG,DNC,TR??NG ??I H?C NAM C?N TH?,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,20550000,C?n Th?,T? th?c,https://nctu.edu.vn/
DNC7480101THPTQG,DNC,TR??NG ??I H?C NAM C?N TH?,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A02,20550000,C?n Th?,T? th?c,https://nctu.edu.vn/
DNC7480101THPTQG,DNC,TR??NG ??I H?C NAM C?N TH?,7480101,Khoa h?c máy tính,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,20550000,C?n Th?,T? th?c,https://nctu.edu.vn/
QSQ7480101_WE2THPTQG,QSQ,TR??NG ??I H?C QU?C T? - ??I H?C QU?C GIA TP. H? CHÍ MINH,7480101,Khoa h?c máy tính,(Ch??ng trình liên k?t v?i ?H West of England) (2+2),THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,45000000,TP. H? Chí Minh,Công l?p,https://hcmiu.edu.vn/
